timestep,weekday,yearday,holiday_-2,holiday_-1,holiday_0,holiday_+1,holiday_+2,resident_pop,tourist_pop,temp_min,temp_max,prec_prob,wind_speed
2403.0,0.0,206.0,1.0,1.0,0.0,0.0,0.0,1233369.226519337,2205457.64516129,15.0,28.0,0.0,1.0
2404.0,1.0,207.0,1.0,0.0,0.0,0.0,0.0,1233415.0276243093,2202631.8387096776,16.0,28.0,0.0,1.0
2405.0,2.0,208.0,0.0,0.0,0.0,0.0,0.0,1233460.8287292817,2199806.0322580645,19.0,27.0,2.0,1.0
2406.0,3.0,209.0,0.0,0.0,0.0,0.0,1.0,1233506.629834254,2196980.2258064514,17.0,28.0,0.0,1.0
2407.0,4.0,210.0,0.0,0.0,0.0,1.0,1.0,1233552.4309392264,2194154.419354839,16.0,30.0,1.0,2.0
2408.0,5.0,211.0,0.0,0.0,1.0,1.0,0.0,1233598.2320441988,2191328.6129032257,18.0,30.0,0.0,2.0
2409.0,6.0,212.0,0.0,1.0,1.0,0.0,0.0,1233644.0331491712,2188502.806451613,18.0,31.0,0.0,1.0
2410.0,0.0,213.0,1.0,1.0,0.0,0.0,0.0,1233689.8342541438,2185677.0,16.0,24.0,2.0,2.0
2411.0,1.0,214.0,1.0,0.0,0.0,0.0,0.0,1233735.6353591161,2176365.5483870967,17.0,26.0,3.0,2.0
2412.0,2.0,215.0,0.0,0.0,0.0,0.0,0.0,1233781.4364640885,2167054.0967741935,14.0,27.0,3.0,1.0
2413.0,3.0,216.0,0.0,0.0,0.0,0.0,1.0,1233827.2375690609,2157742.64516129,16.0,27.0,2.0,1.0
2414.0,4.0,217.0,0.0,0.0,0.0,1.0,1.0,1233873.0386740332,2148431.193548387,17.0,29.0,1.0,1.0
2415.0,5.0,218.0,0.0,0.0,1.0,1.0,0.0,1233918.8397790056,2139119.7419354836,18.0,30.0,1.0,2.0
2416.0,6.0,219.0,0.0,1.0,1.0,0.0,0.0,1233964.640883978,2129808.290322581,17.0,32.0,0.0,1.0
2417.0,0.0,220.0,1.0,1.0,0.0,0.0,0.0,1234010.4419889504,2120496.8387096776,17.0,31.0,2.0,1.0
2418.0,1.0,221.0,1.0,0.0,0.0,0.0,0.0,1234056.2430939227,2111185.3870967743,18.0,31.0,2.0,1.0
2419.0,2.0,222.0,0.0,0.0,0.0,0.0,0.0,1234102.044198895,2101873.935483871,18.0,31.0,0.0,2.0
2420.0,3.0,223.0,0.0,0.0,0.0,0.0,1.0,1234147.8453038675,2092562.4838709678,19.0,30.0,0.0,1.0
2421.0,4.0,224.0,0.0,0.0,0.0,1.0,1.0,1234193.6464088398,2083251.0322580645,18.0,31.0,1.0,1.0
2422.0,5.0,225.0,0.0,0.0,1.0,1.0,1.0,1234239.4475138122,2073939.5806451612,21.0,28.0,1.0,3.0
2423.0,6.0,226.0,0.0,1.0,1.0,1.0,0.0,1234285.2486187846,2064628.1290322582,20.0,29.0,1.0,1.0
2424.0,0.0,227.0,1.0,1.0,1.0,0.0,0.0,1234331.049723757,2055316.677419355,19.0,28.0,1.0,1.0
2425.0,1.0,228.0,1.0,1.0,0.0,0.0,0.0,1234376.8508287293,2046005.2258064516,18.0,27.0,3.0,1.0
2426.0,2.0,229.0,1.0,0.0,0.0,0.0,0.0,1234422.6519337017,2036693.7741935484,20.0,28.0,1.0,1.0
2427.0,3.0,230.0,0.0,0.0,0.0,0.0,1.0,1234468.453038674,2027382.322580645,20.0,29.0,0.0,2.0
2428.0,4.0,231.0,0.0,0.0,0.0,1.0,1.0,1234514.2541436465,2018070.870967742,15.0,26.0,2.0,4.0
2429.0,5.0,232.0,0.0,0.0,1.0,1.0,0.0,1234560.0552486188,2008759.4193548388,15.0,23.0,1.0,4.0
2430.0,6.0,233.0,0.0,1.0,1.0,0.0,0.0,1234605.8563535912,1999447.9677419355,15.0,24.0,2.0,4.0
2431.0,0.0,234.0,1.0,1.0,0.0,0.0,0.0,1234651.6574585636,1990136.5161290322,15.0,24.0,1.0,3.0
2432.0,1.0,235.0,1.0,0.0,0.0,0.0,0.0,1234697.458563536,1980825.064516129,12.0,27.0,0.0,1.0
2433.0,2.0,236.0,0.0,0.0,0.0,0.0,0.0,1234743.2596685083,1971513.6129032257,14.0,27.0,1.0,2.0
2434.0,3.0,237.0,0.0,0.0,0.0,0.0,1.0,1234789.0607734807,1962202.1612903227,17.0,27.0,2.0,1.0
2435.0,4.0,238.0,0.0,0.0,0.0,1.0,1.0,1234834.861878453,1952890.7096774194,14.0,26.0,1.0,3.0
2436.0,5.0,239.0,0.0,0.0,1.0,1.0,0.0,1234880.6629834254,1943579.2580645161,12.0,21.0,0.0,3.0
2437.0,6.0,240.0,0.0,1.0,1.0,0.0,0.0,1234926.4640883978,1934267.8064516129,12.0,22.0,1.0,3.0
2438.0,0.0,241.0,1.0,1.0,0.0,0.0,0.0,1234972.2651933702,1924956.3548387098,12.0,23.0,1.0,2.0
2439.0,1.0,242.0,1.0,0.0,0.0,0.0,0.0,1235018.0662983425,1915644.9032258065,13.0,24.0,0.0,1.0
2440.0,2.0,243.0,0.0,0.0,0.0,0.0,0.0,1235063.867403315,1906333.4516129033,13.0,21.0,3.0,1.0
2441.0,3.0,244.0,0.0,0.0,0.0,0.0,1.0,1235109.6685082873,1897022.0,15.0,25.0,1.0,1.0
2442.0,4.0,245.0,0.0,0.0,0.0,1.0,1.0,1235155.4696132597,1878868.5333333334,15.0,25.0,0.0,1.0
2443.0,5.0,246.0,0.0,0.0,1.0,1.0,0.0,1235201.270718232,1860715.0666666667,13.0,25.0,1.0,2.0
2444.0,6.0,247.0,0.0,1.0,1.0,0.0,0.0,1235247.0718232044,1842561.6,12.0,19.0,2.0,2.0
2445.0,0.0,248.0,1.0,1.0,0.0,0.0,0.0,1235292.8729281768,1824408.1333333333,10.0,21.0,0.0,1.0
2446.0,1.0,249.0,1.0,0.0,0.0,0.0,0.0,1235338.6740331491,1806254.6666666667,10.0,22.0,0.0,1.0
2447.0,2.0,250.0,0.0,0.0,0.0,0.0,0.0,1235384.4751381215,1788101.2,9.0,19.0,2.0,3.0
2448.0,3.0,251.0,0.0,0.0,0.0,0.0,1.0,1235430.276243094,1769947.7333333334,11.0,19.0,1.0,2.0
2449.0,4.0,252.0,0.0,0.0,0.0,1.0,1.0,1235476.0773480663,1751794.2666666666,8.0,20.0,0.0,0.0
2450.0,5.0,253.0,0.0,0.0,1.0,1.0,0.0,1235521.8784530386,1733640.8,7.0,20.0,1.0,1.0
2451.0,6.0,254.0,0.0,1.0,1.0,0.0,0.0,1235567.679558011,1715487.3333333333,6.0,22.0,0.0,1.0
2452.0,0.0,255.0,1.0,1.0,0.0,0.0,0.0,1235613.4806629834,1697333.8666666667,8.0,23.0,1.0,2.0
2453.0,1.0,256.0,1.0,0.0,0.0,0.0,0.0,1235659.2817679557,1679180.4,12.0,26.0,0.0,4.0
2454.0,2.0,257.0,0.0,0.0,0.0,0.0,0.0,1235705.0828729281,1661026.9333333333,16.0,26.0,0.0,3.0
2455.0,3.0,258.0,0.0,0.0,0.0,0.0,1.0,1235750.8839779005,1642873.4666666668,18.0,26.0,1.0,1.0
2456.0,4.0,259.0,0.0,0.0,0.0,1.0,1.0,1235796.6850828729,1624720.0,17.0,23.0,1.0,2.0
2457.0,5.0,260.0,0.0,0.0,1.0,1.0,0.0,1235842.4861878452,1606566.5333333332,14.0,24.0,2.0,0.0
2458.0,6.0,261.0,0.0,1.0,1.0,0.0,0.0,1235888.2872928176,1588413.0666666667,15.0,23.0,0.0,3.0
2459.0,0.0,262.0,1.0,1.0,0.0,0.0,0.0,1235934.08839779,1570259.6,14.0,21.0,1.0,3.0
2460.0,1.0,263.0,1.0,0.0,0.0,0.0,0.0,1235979.8895027624,1552106.1333333333,14.0,21.0,0.0,3.0
2461.0,2.0,264.0,0.0,0.0,0.0,0.0,0.0,1236025.6906077347,1533952.6666666665,9.0,22.0,0.0,1.0
2462.0,3.0,265.0,0.0,0.0,0.0,0.0,1.0,1236071.491712707,1515799.2,8.0,24.0,0.0,1.0
2463.0,4.0,266.0,0.0,0.0,0.0,1.0,1.0,1236117.2928176795,1497645.7333333334,10.0,24.0,0.0,1.0
2464.0,5.0,267.0,0.0,0.0,1.0,1.0,0.0,1236163.0939226518,1479492.2666666666,9.0,23.0,0.0,1.0
2465.0,6.0,268.0,0.0,1.0,1.0,0.0,0.0,1236208.8950276242,1461338.8,9.0,22.0,0.0,1.0
2466.0,0.0,269.0,1.0,1.0,0.0,0.0,0.0,1236254.6961325966,1443185.3333333333,11.0,22.0,0.0,1.0
2467.0,1.0,270.0,1.0,0.0,0.0,0.0,0.0,1236300.497237569,1425031.8666666667,11.0,24.0,1.0,0.0
2468.0,2.0,271.0,0.0,0.0,0.0,0.0,0.0,1236346.2983425413,1406878.4,14.0,20.0,1.0,3.0
2469.0,3.0,272.0,0.0,0.0,0.0,0.0,1.0,1236392.0994475137,1388724.9333333333,15.0,23.0,1.0,3.0
2470.0,4.0,273.0,0.0,0.0,0.0,1.0,1.0,1236437.9005524863,1370571.4666666668,17.0,25.0,1.0,3.0
2471.0,5.0,274.0,0.0,0.0,1.0,1.0,0.0,1236483.7016574587,1352418.0,20.0,23.0,1.0,3.0
2472.0,6.0,275.0,0.0,1.0,1.0,0.0,0.0,1236529.502762431,1314126.677419355,12.0,23.0,0.0,0.0
2473.0,0.0,276.0,1.0,1.0,0.0,0.0,0.0,1236575.3038674034,1275835.3548387096,11.0,24.0,1.0,1.0
2474.0,1.0,277.0,1.0,0.0,0.0,0.0,0.0,1236621.1049723758,1237544.0322580645,12.0,23.0,2.0,1.0
2475.0,2.0,278.0,0.0,0.0,0.0,0.0,0.0,1236666.9060773482,1199252.7096774194,12.0,22.0,1.0,1.0
2476.0,3.0,279.0,0.0,0.0,0.0,0.0,1.0,1236712.7071823205,1160961.3870967743,9.0,23.0,1.0,1.0
2477.0,4.0,280.0,0.0,0.0,0.0,1.0,1.0,1236758.508287293,1122670.064516129,11.0,23.0,1.0,1.0
2478.0,5.0,281.0,0.0,0.0,1.0,1.0,0.0,1236804.3093922653,1084378.7419354839,12.0,22.0,1.0,2.0
2479.0,6.0,282.0,0.0,1.0,1.0,0.0,0.0,1236850.1104972376,1046087.4193548388,13.0,22.0,0.0,1.0
2480.0,0.0,283.0,1.0,1.0,0.0,0.0,1.0,1236895.91160221,1007796.0967741936,13.0,22.0,1.0,1.0
2481.0,1.0,284.0,1.0,0.0,0.0,1.0,0.0,1236941.7127071824,969504.7741935484,13.0,21.0,2.0,1.0
2482.0,2.0,285.0,0.0,0.0,1.0,0.0,0.0,1236987.5138121548,931213.4516129033,8.0,21.0,0.0,1.0
2483.0,3.0,286.0,0.0,1.0,0.0,0.0,1.0,1237033.3149171271,892922.1290322581,8.0,23.0,1.0,0.0
2484.0,4.0,287.0,1.0,0.0,0.0,1.0,1.0,1237079.1160220995,854630.8064516129,13.0,18.0,1.0,4.0
2485.0,5.0,288.0,0.0,0.0,1.0,1.0,0.0,1237124.9171270719,816339.4838709678,9.0,17.0,1.0,3.0
2486.0,6.0,289.0,0.0,1.0,1.0,0.0,0.0,1237170.7182320443,778048.1612903227,8.0,18.0,0.0,1.0
2487.0,0.0,290.0,1.0,1.0,0.0,0.0,0.0,1237216.5193370166,739756.8387096775,3.0,18.0,0.0,1.0
2488.0,1.0,291.0,1.0,0.0,0.0,0.0,0.0,1237262.320441989,701465.5161290322,4.0,18.0,1.0,0.0
2489.0,2.0,292.0,0.0,0.0,0.0,0.0,0.0,1237308.1215469614,663174.1935483871,8.0,20.0,1.0,1.0
2490.0,3.0,293.0,0.0,0.0,0.0,0.0,1.0,1237353.9226519337,624882.8709677419,10.0,21.0,1.0,1.0
2491.0,4.0,294.0,0.0,0.0,0.0,1.0,1.0,1237399.723756906,586591.5483870968,12.0,19.0,2.0,0.0
2492.0,5.0,295.0,0.0,0.0,1.0,1.0,0.0,1237445.5248618785,548300.2258064516,11.0,17.0,2.0,1.0
2493.0,6.0,296.0,0.0,1.0,1.0,0.0,0.0,1237491.3259668509,510008.90322580654,12.0,18.0,0.0,0.0
2494.0,0.0,297.0,1.0,1.0,0.0,0.0,0.0,1237537.1270718232,471717.58064516133,5.0,20.0,1.0,0.0
2495.0,1.0,298.0,1.0,0.0,0.0,0.0,0.0,1237582.9281767956,433426.2580645161,6.0,19.0,0.0,1.0
2496.0,2.0,299.0,0.0,0.0,0.0,0.0,0.0,1237628.729281768,395134.935483871,9.0,12.0,2.0,4.0
2497.0,3.0,300.0,0.0,0.0,0.0,0.0,1.0,1237674.5303867403,356843.6129032258,5.0,15.0,1.0,3.0
2498.0,4.0,301.0,0.0,0.0,0.0,1.0,1.0,1237720.3314917127,318552.2903225807,9.0,16.0,0.0,2.0
2499.0,5.0,302.0,0.0,0.0,1.0,1.0,0.0,1237766.132596685,280260.9677419355,5.0,13.0,2.0,0.0
2500.0,6.0,303.0,0.0,1.0,1.0,0.0,1.0,1237811.9337016575,241969.64516129042,5.0,14.0,1.0,4.0
2501.0,0.0,304.0,1.0,1.0,0.0,1.0,0.0,1237857.7348066298,203678.32258064533,8.0,17.0,1.0,3.0
2502.0,1.0,305.0,1.0,0.0,1.0,0.0,0.0,1237903.5359116022,165387.0,7.0,14.0,1.0,4.0
2503.0,2.0,306.0,0.0,1.0,0.0,0.0,0.0,1237949.3370165746,164234.56666666668,10.0,13.0,1.0,4.0
2504.0,3.0,307.0,1.0,0.0,0.0,0.0,1.0,1237995.138121547,163082.13333333333,11.0,16.0,0.0,3.0
2505.0,4.0,308.0,0.0,0.0,0.0,1.0,1.0,1238040.9392265193,161929.7,9.0,19.0,1.0,2.0
2506.0,5.0,309.0,0.0,0.0,1.0,1.0,0.0,1238086.7403314917,160777.26666666666,12.0,17.0,1.0,4.0
2507.0,6.0,310.0,0.0,1.0,1.0,0.0,0.0,1238132.541436464,159624.83333333334,6.0,18.0,0.0,1.0
2508.0,0.0,311.0,1.0,1.0,0.0,0.0,0.0,1238178.3425414364,158472.4,10.0,19.0,1.0,0.0
2509.0,1.0,312.0,1.0,0.0,0.0,0.0,0.0,1238224.1436464088,157319.96666666667,8.0,19.0,0.0,1.0
2510.0,2.0,313.0,0.0,0.0,0.0,0.0,0.0,1238269.9447513812,156167.53333333333,6.0,18.0,0.0,3.0
2511.0,3.0,314.0,0.0,0.0,0.0,0.0,1.0,1238315.7458563535,155015.1,9.0,21.0,1.0,0.0
2512.0,4.0,315.0,0.0,0.0,0.0,1.0,1.0,1238361.546961326,153862.66666666666,11.0,18.0,0.0,1.0
2513.0,5.0,316.0,0.0,0.0,1.0,1.0,0.0,1238407.3480662983,152710.23333333334,8.0,18.0,0.0,2.0
2514.0,6.0,317.0,0.0,1.0,1.0,0.0,0.0,1238453.1491712707,151557.8,9.0,17.0,1.0,1.0
2515.0,0.0,318.0,1.0,1.0,0.0,0.0,0.0,1238498.950276243,150405.36666666667,6.0,17.0,0.0,0.0
2516.0,1.0,319.0,1.0,0.0,0.0,0.0,0.0,1238544.7513812154,149252.93333333332,5.0,18.0,0.0,1.0
2517.0,2.0,320.0,0.0,0.0,0.0,0.0,0.0,1238590.5524861878,148100.5,6.0,18.0,1.0,2.0
2518.0,3.0,321.0,0.0,0.0,0.0,0.0,1.0,1238636.3535911602,146948.06666666665,6.0,18.0,0.0,1.0
2519.0,4.0,322.0,0.0,0.0,0.0,1.0,1.0,1238682.1546961325,145795.63333333333,3.0,14.0,1.0,3.0
2520.0,5.0,323.0,0.0,0.0,1.0,1.0,0.0,1238727.955801105,144643.2,6.0,12.0,1.0,3.0
2521.0,6.0,324.0,0.0,1.0,1.0,0.0,0.0,1238773.7569060773,143490.76666666666,0.0,14.0,0.0,4.0
2522.0,0.0,325.0,1.0,1.0,0.0,0.0,0.0,1238819.5580110496,142338.33333333334,12.0,16.0,0.0,3.0
2523.0,1.0,326.0,1.0,0.0,0.0,0.0,0.0,1238865.359116022,141185.9,7.0,15.0,2.0,0.0
2524.0,2.0,327.0,0.0,0.0,0.0,0.0,0.0,1238911.1602209944,140033.46666666667,5.0,14.0,1.0,3.0
2525.0,3.0,328.0,0.0,0.0,0.0,0.0,1.0,1238956.9613259668,138881.03333333333,3.0,15.0,0.0,1.0
2526.0,4.0,329.0,0.0,0.0,0.0,1.0,1.0,1239002.7624309391,137728.6,4.0,13.0,0.0,2.0
2527.0,5.0,330.0,0.0,0.0,1.0,1.0,0.0,1239048.5635359115,136576.16666666666,2.0,11.0,3.0,2.0
2528.0,6.0,331.0,0.0,1.0,1.0,0.0,0.0,1239094.3646408839,135423.73333333334,0.0,11.0,1.0,2.0
2529.0,0.0,332.0,1.0,1.0,0.0,0.0,0.0,1239140.1657458562,134271.3,0.0,13.0,2.0,1.0
2530.0,1.0,333.0,1.0,0.0,0.0,0.0,0.0,1239185.9668508288,133118.86666666667,0.0,10.0,1.0,2.0
2531.0,2.0,334.0,0.0,0.0,0.0,0.0,0.0,1239231.7679558012,131966.43333333335,-2.0,13.0,0.0,1.0
2532.0,3.0,335.0,0.0,0.0,0.0,0.0,1.0,1239277.5690607736,130814.0,5.0,11.0,4.0,3.0
2533.0,4.0,336.0,0.0,0.0,0.0,1.0,1.0,1239323.370165746,130739.83870967742,6.0,11.0,1.0,3.0
2534.0,5.0,337.0,0.0,0.0,1.0,1.0,0.0,1239369.1712707183,130665.67741935483,8.0,14.0,3.0,3.0
2535.0,6.0,338.0,0.0,1.0,1.0,0.0,1.0,1239414.9723756907,130591.51612903226,8.0,13.0,1.0,2.0
2536.0,0.0,339.0,1.0,1.0,0.0,1.0,0.0,1239460.773480663,130517.35483870968,3.0,11.0,1.0,3.0
2537.0,1.0,340.0,1.0,0.0,1.0,0.0,1.0,1239506.5745856354,130443.19354838709,2.0,12.0,0.0,1.0
2538.0,2.0,341.0,0.0,1.0,0.0,1.0,0.0,1239552.3756906078,130369.03225806452,1.0,14.0,0.0,1.0
2539.0,3.0,342.0,1.0,0.0,1.0,0.0,1.0,1239598.1767955802,130294.87096774194,0.0,14.0,0.0,1.0
2540.0,4.0,343.0,0.0,1.0,0.0,1.0,1.0,1239643.9779005526,130220.70967741935,3.0,14.0,1.0,1.0
2541.0,5.0,344.0,1.0,0.0,1.0,1.0,0.0,1239689.779005525,130146.54838709677,2.0,14.0,2.0,3.0
2542.0,6.0,345.0,0.0,1.0,1.0,0.0,0.0,1239735.5801104973,130072.3870967742,1.0,17.0,0.0,3.0
2543.0,0.0,346.0,1.0,1.0,0.0,0.0,0.0,1239781.3812154697,129998.2258064516,1.0,15.0,1.0,1.0
2544.0,1.0,347.0,1.0,0.0,0.0,0.0,0.0,1239827.182320442,129924.06451612903,0.0,15.0,0.0,1.0
2545.0,2.0,348.0,0.0,0.0,0.0,0.0,0.0,1239872.9834254144,129849.90322580645,5.0,14.0,0.0,2.0
2546.0,3.0,349.0,0.0,0.0,0.0,0.0,1.0,1239918.7845303868,129775.74193548386,10.0,16.0,0.0,3.0
2547.0,4.0,350.0,0.0,0.0,0.0,1.0,1.0,1239964.5856353592,129701.58064516129,12.0,19.0,1.0,2.0
2548.0,5.0,351.0,0.0,0.0,1.0,1.0,0.0,1240010.3867403315,129627.41935483871,9.0,16.0,1.0,3.0
2549.0,6.0,352.0,0.0,1.0,1.0,0.0,0.0,1240056.187845304,129553.25806451614,10.0,16.0,1.0,4.0
2550.0,0.0,353.0,1.0,1.0,0.0,0.0,0.0,1240101.9889502763,129479.09677419355,10.0,17.0,3.0,4.0
2551.0,1.0,354.0,1.0,0.0,0.0,0.0,0.0,1240147.7900552487,129404.93548387097,7.0,14.0,2.0,3.0
2552.0,2.0,355.0,0.0,0.0,0.0,0.0,0.0,1240193.591160221,129330.7741935484,6.0,19.0,0.0,3.0
2553.0,3.0,356.0,0.0,0.0,0.0,0.0,1.0,1240239.3922651934,129256.6129032258,12.0,20.0,1.0,1.0
2554.0,4.0,357.0,0.0,0.0,0.0,1.0,1.0,1240285.1933701658,129182.45161290323,10.0,23.0,0.0,0.0
2555.0,5.0,358.0,0.0,0.0,1.0,1.0,1.0,1240330.9944751381,129108.29032258065,10.0,19.0,1.0,4.0
2556.0,6.0,359.0,0.0,1.0,1.0,1.0,0.0,1240376.7955801105,129034.12903225806,11.0,17.0,1.0,3.0
2557.0,0.0,360.0,1.0,1.0,1.0,0.0,0.0,1240422.596685083,128959.96774193548,13.0,18.0,0.0,3.0
2558.0,1.0,361.0,1.0,1.0,0.0,0.0,0.0,1240468.3977900553,128885.80645161291,10.0,20.0,0.0,0.0
2559.0,2.0,362.0,1.0,0.0,0.0,0.0,0.0,1240514.1988950276,128811.64516129032,9.0,19.0,0.0,0.0
2560.0,3.0,363.0,0.0,0.0,0.0,0.0,1.0,1240560.0,128737.48387096774,9.0,19.0,1.0,2.0
2561.0,4.0,364.0,0.0,0.0,0.0,1.0,1.0,1240605.8011049724,128663.32258064517,9.0,22.0,1.0,1.0
